"id","headline","is_approximate_address","address","city","state","latitude","longitude","formatted_address","inc_date","inc_time","inc_type","is_homicide","victim_count","killed_count","is_victims_unknown","summary","suspect_count","is_suspects_unknown","inc_slug"
"744","Man died near Libby's restaurant ","1","700 block of N. Tatnall St., ","Wilmington","DE","39.743743","-75.551732","700 block of N. Tatnall St., Wilmington, DE 19801","2017-03-25","12:00:00","SH","1","1","1","0","A 30-year-old man was fatally shot Saturday afternoon in Wilmington's West Center City, becoming the 13th person killed by gunfire in the city this year.

Around noon, city police responded to the 700 block of N. Tatnall St. after a shots-fired complaint. Officers located the man down on the corner in the area of Eighth and Tatnall streets near Libby's Restaurant. Police say the man was suffering from a gunshot wound to the head.

The victim, Richard Crosby, was treated at the scene by New Castle County Paramedics and transported to Wilmington Hospital, where he was pronounced deceased, police said.","0","1","man-died-near-libbys-restaurant"
"745","Man shot in head","1","2300 block of N. Claymont St.,","Wilmington","DE","39.747199","-75.529120","2300 block of N. Claymont St., Wilmington, DE 19802","2017-03-28","16:05:00","SH","1","1","1","0","Police responded to a shooting Tuesday afternoon in the city's Riverside community.

Officers were dispatched to the  2300 block of N. Claymont St. about 4:05 p.m. in response to a shots fired complaint, police said. Arriving officers found a man suffering from an apparent gunshot wound to the head.

He was treated on scene by New Castle County Paramedics before being taken to Christiana Hospital in critical condition, police said.","0","0","man-shot-head"
"746","Man shot 4 blocks from earlier shooting","1","2500 block of N. Heald St., ","Wilmington","DE","39.749218","-75.528999","2500 block of N. Heald St., Wilmington, DE 19802","2017-03-29","02:10:00","SH","0","1","0","0","A 19-year-old man was recovering Wednesday after being shot in the foot earlier in the morning in Wilmington's Riverside section.

Officers were called to the  2500 block of N. Heald St. in reference to a Shot Spotter Alert notification of gunfire about 2:10 a.m. Arriving officer's found evidence of a shooting scene, but no victim.

Nearly three hours later, a victim suffering from a gunshot wound to his right foot arrived at Wilmington Hospital by personal vehicle.","0","0","man-shot-4-blocks-earlier-shooting"
"747","Wounded man walks into hospital","1","500 block of W. 7th St.,","Wilmington","DE","39.744330","-75.554270","500 block of W. 7th St., Wilmington, DE 19801","2017-04-02","09:55:00","SH","0","1","0","0","A man walked into Wilmington Hospital Sunday with apparent gunshot wounds, police said.

Police said the man, 28, was walking in the 500 block of W. 7th St. about 9:55 a.m. when he heard gunfire and realized he had been hit. He went to the hospital with wounds to his back and left arm areas.

The victim was reported to be in stable condition, police said.","0","1","wounded-man-walks-hospital"
"748","Man, 30, shot near Riverview Cemetery","1","400 block of Eastlawn Ave., ","Wilmington","DE","39.755756","-75.525081","400 block of Eastlawn Ave., Wilmington, DE 19802","2017-04-02","12:30:00","SH","0","1","0","0","A 30-year-old man was shot in the back and legs, according to city police.

Officers were called about 12:30 p.m. to the 400 block of Eastlawn Ave. for a shooting investigation. Arriving officers found a man with apparent gunshot wounds to his back and both of his legs, police said. 

The man was treated by New Castle County paramedics before he was taken to Christiana Hospital in stable condition, police said.","0","1","man-30-shot-near-riverview-cemetery"
"749","Man, 24, shot in arm","1","West 26th and West streets, ","Wilmington","DE","39.756312","-75.537297","West 26th and West streets, Wilmington, DE 19802","2017-04-03","14:20:00","SH","0","1","0","0","Wilmington police responded to a shooting Monday afternoon near West 26th and West streets.

The incident left a 24-year-old man suffering a gunshot wound to his right arm, which was treated on the scene by New Castle County paramedics before he was taken to Wilmington Hospital in good condition, police said.","0","1","man-24-shot-arm"
"750","Double shooting near Riverside communnity","1","2900 block of Bowers St.,","Wilmington","DE","39.750083","-75.523942","2900 block of Bowers St., Wilmington, DE 19802","2017-04-05","19:25:00","SH","0","2","0","0","A double shooting injured a teenager and a young adult in the city's Riverside section, police said. 

Police responded to a home in the 2900 block of Bowers St. about 7:25 p.m. and found a 17-year-old boy who was wounded in his left arm. They also found a 19-year-old man shot in his left leg, an official said.

Both were taken to Christiana Hospital and admitted in stable condition.","0","1","double-shooting-near-riverside-communnity"
"751","Man shot in face, found in Wilmington","1","Martin Luther King Jr.  Boulevard and Justison Street,","Wilmington","DE","39.739921","-75.557518","Martin Luther King Jr.  Boulevard and Justison Street, Wilmington, DE 19801","2017-04-07","22:45:00","SH","0","1","0","0","A Pennsylvania man involved in a vehicle collision Friday was found to have a gunshot wound to the facial area, police said.

Officers responded to Martin Luther King Jr.  Boulevard and Justison Street for a minor vehicle crash about 10:25 p.m., police said. At the crash, officers found a 29-year-old Pennsylvania man suffering from an apparent gunshot wound to his facial area inside a black SUV with a Pennsylvania registration, police said.

The victim was treated at the scene by New Castle County paramedics and taken to Christiana Hospital in critical condition, officials said.","0","1","man-shot-face-found-wilmington"
"752","Teen girl shot in West Center City","1","600 block of W. 6th St.,","Wilmington","DE","39.743986","-75.555383","600 block of W. 6th St., Wilmington, DE 19801","2017-04-10","20:40:00","SH","0","1","0","0","Police searched through the 600 block of W. 6th St. where a 17-year-old girl was shot Monday night.

The victim was shot in the left arm, but was considered to be in good condition, police said. 

No other information was available at the time.","0","1","woman-shot-west-center-city"
"753","Man shot on East Side","1","Seventh and West streets,","Wilmington","DE","39.747168","-75.549990","Seventh and West streets, Wilmington, DE 19801","2017-04-11","20:15:00","SH","0","1","0","0","Wilmington officers responded to the area of Seventh and West streets in reference to a shooting investigation, police said.

Arriving officers found an ""adult male suffering from an apparent gunshot wound to the upper torso,"" police said. The victim was treated on scene by New Castle County Paramedics and taken to Christiana Hospital in critical condition.

No more information was made available by city police. ","0","1","man-shot-east-side"
"754","Man flown to hospital after being shot","1","2700 block of N. Tatnall St., ","Wilmington","DE","39.755778","-75.535164","2700 Tatnall St., Wilmington, DE 19802, Wilmington, DE 19802","2017-04-14","19:25:00","SH","0","1","0","0","A 20-year-old man was shot in the abdomen and leg Friday night, police said.

Officers responded to the area of  27th and Moore streets in reference to a shooting investigation, police said. Upon arrival, officers found the victim in the 2700 block of N. Tatnall St. suffering from gunshot wounds, police said. 

He was treated at the scene by New Castle County paramedics and taken by helicopter to Christiana Hospital.","0","1","man-flown-hospital-after-being-shot"
"755","Police: Man shot in knee ","1","1400 block of W. Third St.","Wilmington","DE","39.745720","-75.566764","1400 block of W. Third St., Wilmington, DE 19805","2017-04-16","08:00:00","SH","0","1","0","0","Police say a 31-year-old man was shot in the knee in Wilmington on Easter Sunday while walking down the street.  

At about 8 a.m., police said, they were called to the emergency room at St. Francis Hospital, where the man was being treated for a gunshot wound to the left knee. The man said he was walking in the 1400-block of W. 3rd Street when someone shot at him.","0","1","police-man-shot-knee"
"756","Teen shot on North Washington Street","1"," 2900 block of N. Washington St.","Wilmington","DE","39.758516","-75.535275","2900 N. Washington St, Wilmington, DE 19802","2017-04-20","11:30:00","SH","0","1","0","0","A 16-year-old boy was shot in his left leg Thursday morning at about 11:30 a.m. in the 2900 block of N. Washington Street.

He was treated at the scene before he was taken to Nemours Alfred I. duPont Hospital for Children, where he was admitted in stable condition.
","0","1","teen-shot-north-washington-street"
"757","Man shot in leg in Wilmington, police say","1","Second and Connell streets ","Wilmington","DE","39.744330","-75.566061","Second and Connell streets, Wilmington, DE 19805","2017-04-20","20:26:00","SH","0","1","0","0","A 20-year-old man was shot Thursday night just before 8:30 p.m. in the area of Second and Connell streets.

Officers located the man suffering from a gunshot wound to the leg in the 100 block of N. Connell St.  He was treated at the scene and taken to the Christiana Hospital, where he was listed in stable condition.","0","1","man-shot-leg-wilmington-police-say"
"758","Man shot multiple times ","1","Seventh and Monroe streets","Wilmington","DE","39.745604","-75.557059","W. Seventh and N. Monroe streets, Wilmington, DE 19801","2017-04-21","17:24:00","SH","0","1","0","0","A 29-year-old man was shot multiple times Friday afternoon at about 5:25 p.m in the area of Seventh and Monroe streets. 

Before the officers arrived, the victim was taken to the Wilmington Hospital by private vehicle.  Patrol officers met the vehicle at the hospital and discovered the man suffering from multiple gunshots wounds to his back and leg. 

The victim was treated at the hospital and was listed in critical condition. ","0","1","man-shot-multiple-times"
